watch_name,type_gender,brand,watch_color,watch_size,length_of_band,price
Tag Heuer Aquaracer Steel Watch (WAY201B),M,Tagheuer,steel,18.0,44.0,1950.0
Rolex Combi Diamond Watch (116233),M,Rolex,yellow combination,18.0,36.0,12000.0
Vacheron Constantin Patrimony Gold Diamond Watch,F,Vacheron constantin,brown,18.0,31.0,11000.0
Audemars Piguet Royal Oak Gold Watch,M,Audemars Piguet,black,18.0,41.0,97000.0
Hermes H Hour Watch (HH1.521),Both,Hermes,black,17.0,26.0,2600.0
Cartier Pasha Steel Watch,M,Cartier,steel,17.0,35.0,2900.0
Piaget Polo Diamond Steel Watch (G0A46018),Both,Piaget,steel,15.0,36.0,16000.0
Tag Heuer Carrera Steel Watch (WAR201E),M,Tagheuer,steel,19.0,41.0,1500.0
Tag Heuer Aquaracer Steel Chrono Watch (CAY1110-0),M,Tagheuer,steel,18.0,44.0,1500.0
Gucci watch (133.2),M,Gucci,other,19.0,40.5,350.0
Tag Heuer Aquaracer Steel Watch (WBD1111),M,Tagheuer,steel,16.0,41.0,1200.0
Rolex GMT Master 2 Steel Watch (116710BLNR),M,Rolex,steel,18.0,40.0,24000.0
Rolex Combi Watch (279173),F,Rolex,other,14.0,28.0,13500.0
Rolex Submariner Steel Watch (114060),M,Rolex,steel,18.0,40.0,15000.0
Cartier Panther Steel Diamond Watch (Small),F,Cartier,steel,16.0,22.0,8000.0
Rolex Oyster Perpetual Steel Watch (76080),F,Rolex,steel,15.0,25.0,3000.0
Omega Constellation Diamond Combi Watch,F,OMEGA,yellow combination,13.0,25.0,4900.0
Cartier Tank Francaise Steel Watch,F,Cartier,steel,15.0,27.5,2755.0
Rolex Combi Diamond Watch (68273),F,Rolex,yellow combination,17.0,31.0,7500.0
Tag Heuer Carrera Chrono Steel Watch (CAS2110),M,Tagheuer,steel,16.0,41.0,1700.0
Cartier Ballon Bleu Watch (Medium),F,Cartier,other,15.0,33.0,5000.0
Rolex Submariner Steel Watch (116610LN),M,Rolex,steel,19.0,40.0,15800.0
Rolex GMT Master 2 Steel Watch (116710LN),M,Rolex,steel,18.0,40.0,16700.0
Cartier Solo Tank Watch (Small),F,Cartier,black,15.0,24.0,3500.0
Breitling Navitimer Chrono Watch (AB0120),M,BREITLING,black,18.0,42.0,7300.0
Rolex GMT Master 2 Steel Watch (116710BLNR),M,Rolex,steel,16.0,40.0,20800.0
Tag Heuer Formula 1 Chrono Watch (CAZ1010),M,Tagheuer,steel,19.0,43.0,1000.0
Rolex Combi Diamond Watch (279173),F,Rolex,yellow combination,14.0,28.0,18500.0
Rolex Datejust Steel Watch (79174),F,Rolex,steel,13.0,26.0,6000.0
Rolex Combi Watch (179173),F,Rolex,yellow combination,16.0,26.0,10500.0
Rolex Combi Diamond Watch (126333),M,Rolex,yellow combination,19.0,41.0,21000.0
Rolex Steel Watch (278274),F,Rolex,steel,17.0,31.0,12000.0
Omega Speedmaster Chrono Steel Watch (321.12.00),M,OMEGA,steel,17.0,40.0,2200.0
Rolex Submariner Steel Watch (126610LV),M,Rolex,steel,18.0,41.0,30000.0
Panerai Submersible Watch (PAM0096),M,PANERAI,brown,21.0,46.0,16800.0
Rolex Combi Diamond Watch (179171),F,Rolex,pink combination,13.0,26.0,11000.0
Rolex Combi Diamond Watch (278381),F,Rolex,pink combination,16.0,31.0,27000.0
Rolex Combi Diamond Watch (278341RBR),F,Rolex,pink combination,13.0,31.0,20500.0
Rolex Combi Diamond Watch (116233),M,Rolex,yellow combination,18.0,36.0,13800.0
Rolex Seedweller Deepsea Steel Watch (116660),M,Rolex,steel,18.0,44.0,14000.0
Rolex Steel Diamond Watch (179174),F,Rolex,steel,16.0,26.0,10500.0
Gucci Diamond Watch (102),F,Gucci,black,15.0,14.0,450.0
Cartier American Tank Gold Watch,F,Cartier,brown,18.0,23.0,4900.0
Cartier Must Tank Watch (Small),F,Cartier,black,16.0,22.0,5200.0
Rolex Combi Watch (116231),M,Rolex,pink combination,16.0,36.0,14000.0
Rolex Datejust 10P Diamond Steel Watch (116334),M,Rolex,steel,17.0,41.0,14000.0
Rolex Steel Watch (279174),F,Rolex,steel,15.0,28.0,12500.0
Hermes Kelly 2 Diamond Watch (KT1.230),F,Hermes,brown,17.0,28.0,1800.0
Jaeger Lecoultre Reverso Moonphase Diamond Steel Watch (Q3358420),F,Jaeger leCoultre,green,15.0,27.0,5350.0
Cartier Claire combination watch,M,Cartier,pink combination,18.0,40.0,9900.0
Rolex Steel Watch (179174),F,Rolex,steel,16.0,26.0,9300.0
Cartier Santos Steel Watch (Small),F,Cartier,steel,15.0,23.0,2500.0
Rolex Combi Diamond Watch (279171),F,Rolex,pink combination,15.0,28.0,18500.0
Cartier Santos Combi Diamond Watch (Medium),M,Cartier,yellow combination,18.0,33.0,18000.0
Rolex Submariner Combination Watch (16613),M,Rolex,yellow combination,16.0,40.0,12500.0
Fendi Steel Watch (7000L),F,Fendi,black,16.0,25.5,200.0
Bvlgari Octo Gold Watch (BGOP41G),M,Bvlgari,brown,17.0,41.0,18000.0
Fendi Steel Watch (5200L),F,Fendi,brown,18.0,25.0,200.0
Cartier Caliber Diver Combination Watch,M,Cartier,pink combination,18.0,42.0,10000.0
Ferragamo moon phase watch,F,Ferragamo,black,16.0,28.0,350.0
Rolex Steel Watch (126300),M,Rolex,steel,17.0,41.0,11000.0
Omega Constellation Diamond Combi Watch (126.77.50),F,OMEGA,yellow combination,13.0,23.0,2000.0
Cartier Panther Steel Watch (Medium),F,Cartier,steel,15.0,27.0,4700.0
Tag Heuer Formula 1 Steel Chrono Watch (CAU1110),M,Tagheuer,steel,17.0,41.0,800.0
Rolex Submariner Combi Watch (116613LN),M,Rolex,yellow combination,20.0,40.0,20000.0
Cartier Benoit Diamond Gold Watch,F,Cartier,other,14.0,21.0,14300.0
Cartier Solotank Steel Watch,F,Cartier,steel,14.0,27.5,3200.0
Cartier Longe Solo Steel Watch (W6701004),F,Cartier,steel,15.0,29.0,2900.0
Vacheron Constantin Overseas Steel Diamond Watch,F,Vacheron constantin,steel,17.0,33.0,17500.0
IWC Portuguese Chrono Watch (IW371447),M,IWC,black,17.0,41.0,5200.0
Gucci Steel Watch (102),F,Gucci,steel,15.0,14.0,250.0
Hermes Rondo Steel Watch (HR1.710),M,Hermes,brown,19.0,40.0,1000.0
Hublot Classic Fusion Chrono Dia Gold Watch (541.OX.1181.LR.1104),M,HUBLOT,black,18.0,42.0,29900.0
Christian Dior Chrono Sapphire Diamonds Steel Watch (CD11431J),F,Christian Dior,other,15.0,39.0,3300.0
Cartier Solo Tank Steel Watch (WSTA0030),F,Cartier,black,17.0,27.5,3300.0
Gucci Steel Watch (126.3),M,Gucci,white,19.0,40.0,550.0
Tag Heuer Aquaracer Steel Watch (WAY2018),M,Tagheuer,steel,20.0,44.0,1800.0
IWC Portugieser 7DAYS Steel Watch (IW500704),M,IWC,brown,18.0,42.0,9500.0
Cartier Must Tank Watch,F,Cartier,black,16.0,20.0,2500.0
Rolex Daytona Gold Watch (116528),M,Rolex,yellow gold,17.0,40.0,65000.0
Tag Heuer Aquaracer Steel Watch (WAY2012),M,Tagheuer,steel,18.0,44.0,1700.0
Tag Heuer Aquaracer Steel Chrono Watch (CAY1110-0),M,Tagheuer,steel,15.0,44.0,1500.0
Cartier Trinity Diamond Gold Watch,F,Cartier,other,15.0,27.0,5200.0
Franck Muller Round Gold Watch (8038QZR),M,Franck Muller,brown,19.0,38.0,7600.0
Chaumet Class One diamond steel watch,F,Chaumet,white,15.0,33.0,1950.0
Montblanc Meisterstück 18k Gold Watch,F,MontBlanc,black,18.0,2.0,2700.0
Chanel Premier Diamond Steel Watch,F,Chanel,white,15.0,17.5,4000.0
TAG Heuer Carrera Chrono Steel Watch (CV2014-2),M,Tagheuer,steel,16.0,41.0,1600.0
IWC Portupino Chrono Steel Watch (IW391007),M,IWC,brown,21.0,4.0,3800.0
Rolex Datejust Diamond Combi Watch (279173),F,Rolex,yellow combination,14.0,28.0,18800.0
Cartier Tank Francaise Steel Watch,Both,Cartier,steel,15.0,30.0,2600.0
Jaeger Lecoultre Master Control Date Steel Watch (Q1548530),M,Jaeger leCoultre,black,18.0,39.0,6500.0
Gucci Steel Watch (115.4),Both,Gucci,steel,16.0,32.0,245.0
Chopard Imperial Steel Watch (388541-3001),F,Chopard,other,18.0,28.0,1750.0
Frederique Constant Business Timer Gold Plated Watch (FC-270EM4P4),M,Frederique Constant,brown,20.0,40.0,900.0
Tudor Black Bay Steel Watch (79540),M,TUDOR,steel,17.0,41.0,2800.0
Rolex Combi Watch (126333),M,Rolex,yellow combination,18.0,41.0,16800.0
Rolex Datejust Combination Watch (278241),F,Rolex,pink combination,15.0,31.0,13000.0
Fendi Watch (3800L),F,Fendi,black,16.0,24.0,300.0
Fendi Steel Watch (60500G),M,Fendi,steel,16.0,32.5,300.0
Rolex GMT Master 2 Gold Watch (116719BLRO),M,Rolex,other,18.0,40.0,130000.0
Tag Heuer Aquaracer Steel Watch (WBD1112),M,Tagheuer,steel,18.0,41.0,1200.0
TAG Heuer Carrera Heuer 01 Watch (CAR2A1Z),M,Tagheuer,navy,18.0,45.0,3500.0
Gucci Steel Watch (125.5),F,Gucci,steel,14.0,26.5,250.0
Rolex Combi Diamond Watch (279173),F,Rolex,yellow combination,14.0,28.0,15500.0
Rolex Submariner Steel Watch (16610 LV),M,Rolex,steel,17.0,40.0,23000.0
Rolex Submariner Combination Watch (16613),M,Rolex,yellow combination,16.0,4.0,14800.0
Rolex Daytona Chrono Steel Watch (116500),M,Rolex,steel,16.0,40.0,68000.0
Cartier Must Tank Watch,F,Cartier,other,14.0,22.0,2500.0
Tag Heuer Aquaracer 200 Steel Watch (WBP2111),M,Tagheuer,steel,16.0,40.0,2200.0
Gucci Steel Watch (133.5),F,Gucci,steel,17.0,28.0,350.0
Tag Heuer Formula 1 Steel Chrono Watch (CAU1116),M,Tagheuer,steel,20.0,41.0,800.0
Chopard Mille Miglia Chrono Watch,F,Chopard,black,18.0,33.0,2200.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,brown,15.0,25.5,1300.0
Hermes Slim Dermes Steel Watch (CA2.110),F,Hermes,brown,15.0,25.0,2000.0
Gucci Steel Watch (116.5),F,Gucci,other,17.0,19.5,180.0
Harry Winston Avenue Diamond Gold Watch (310LQG),F,HarryWinston,yellow gold,16.0,28.5,19000.0
Cartier Delis de Diamonds Gold Watch,F,Cartier,other,15.0,12.0,22000.0
Blancpain Villeret Gold Watch,F,Blancpain,brown,18.0,2.0,6850.0
Chanel J12 diamond watch,F,Chanel,black,15.0,34.0,7500.0
Cartier Santos Dumont Watch (Small),F,Cartier,other,17.0,27.0,3700.0
Tudor 1926 Combi Watch (91451),M,TUDOR,yellow combination,16.0,36.0,2000.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,other,15.0,25.5,1850.0
Omega Seamaster Aqua Terra Steel Watch (220.10.38),M,OMEGA,steel,17.0,38.0,5000.0
Omega Speedmaster Chrono Steel Watch,M,OMEGA,steel,16.0,39.0,1900.0
Tag Heuer Aquaracer Steel Watch (WAF1310),F,Tagheuer,steel,14.0,33.0,800.0
Rolex Steel Watch (178274),F,Rolex,steel,16.0,31.0,9500.0
Gucci Steel Watch (125.5),F,Gucci,black,15.0,23.0,350.0
Bulgari BB Steel Watch (BB26SS),F,Bvlgari,steel,14.0,26.0,750.0
Rolex Combi Watch (79173),F,Rolex,yellow combination,14.0,26.0,6500.0
Cartier Claire combination watch,Both,Cartier,pink combination,15.0,35.0,4940.0
Omega Constellation combination watch,M,OMEGA,yellow combination,17.0,35.0,1800.0
IWC Portuguese Gold Chrono Watch (IW371482),M,IWC,black,19.0,41.0,14000.0
Cartier Solo Tank Steel Watch (Medium),Both,Cartier,steel,13.0,27.0,3300.0
Breitling Colt Steel Watch (A74388),M,BREITLING,blue,22.0,43.0,1850.0
Breitling Superocean Steel Watch (A17391),M,BREITLING,steel,19.0,44.0,2600.0
Ferragamo gold-plated combination watch,F,Ferragamo,other,14.0,28.0,280.0
IWC Portuguese Chrono Steel Watch,M,IWC,black,18.0,41.0,4500.0
Tag Heuer Aquaracer Steel Watch (WBD2112-0),M,Tagheuer,steel,17.0,41.0,1500.0
Rolex Datejust 10P Diamond Steel Watch (126334),M,Rolex,steel,16.0,41.0,17800.0
Tag Heuer Formula 1 Steel Watch (WAH1110),M,Tagheuer,steel,18.0,41.0,650.0
Rolex Combi Diamond Watch (126233),M,Rolex,yellow combination,20.0,36.0,18800.0
Hermes H Hour Watch (HH1.201),F,Hermes,brown,16.0,21.0,1700.0
Hermes H Hour Two Strap Gold Plated Watch (HH1.201),F,Hermes,white,16.0,25.5,1300.0
Franck Muller Long Island Diamond Gold Watch (902QZRELCD1R),F,Franck Muller,other,16.0,31.5,9600.0
Bulgari BB Chrono Aluminum Watch (AC38TA),M,Bvlgari,other,21.0,3.0,2800.0
Rolex Explorer 2 Steel Watch (16570),M,Rolex,steel,18.0,39.0,10200.0
Gucci Web Plexiglass Watch (143.5),F,Gucci,other,16.0,32.0,360.0
Omega Seamaster Diver 300M Steel (210.30.42),M,OMEGA,steel,18.0,42.0,5500.0
IWC Portupino Steel Watch (IW356506),M,IWC,steel,16.0,40.0,4500.0
Gucci watch (150.5),,Gucci,other,17.0,42.5,360.0
Cartier Ballon Bleu Steel Watch (Medium),Both,Cartier,steel,15.0,36.0,4500.0
Omega Constellation Steel Watch,F,OMEGA,steel,14.0,25.0,1400.0
Montblanc Star Chrono Watch,M,MontBlanc,black,19.0,44.0,2400.0
Hermes Medor Steel Watch (ME3.210),F,Hermes,brown,16.0,27.5,1050.0
Breitling Navitimer Steel Watch (AB0117),M,BREITLING,steel,18.0,43.0,5600.0
IWC Portupino 8DAYS Watch (IW510103),M,IWC,black,19.0,45.0,7300.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,steel,19.0,41.0,4200.0
Montblanc Star Classic Steel Watch,F,MontBlanc,steel,15.0,34.0,900.0
Hermes Two Strap H Hour Watch (HH1.201),F,Hermes,brown,16.0,21.0,2450.0
Cartier Panther Combi Diamond Watch (Small),F,Cartier,pink combination,13.0,22.0,10500.0
IWC Portuguese 7DAYS Watch (IW500114),M,IWC,black,18.0,42.0,8300.0
Cartier Ballon Bleu Steel Diamond Watch (Small),F,Cartier,steel,15.0,28.0,8500.0
Hermes H Hour Two Strap Watch (HH1.110),F,Hermes,blue,15.0,17.0,1700.0
Cartier Rotonde Gold Watch,M,Cartier,brown,17.0,40.0,16500.0
Breguet Classic Gold Diamond Watch (8068BB),F,Breguet,black,18.0,30.0,18000.0
Chanel Rock Pastel Premier Watch,F,Chanel,other,17.0,20.0,3000.0
Chopard Ice Cube Gold Watch,M,Chopard,black,16.0,36.0,11700.0
Breitling Transocean Chrono Watch (AB0451),M,BREITLING,brown,17.0,43.0,5700.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,steel,17.0,39.0,2400.0
Tag Heuer Aquaracer Watch (WAY201P),M,Tagheuer,other,19.0,43.0,2000.0
Burberry Steel Chrono Watch (BU1360),M,BURBERRY,steel,18.0,40.0,300.0
Montblanc Star Steel Watch,M,MontBlanc,steel,17.0,40.0,1200.0
Rolex GMT Master 2 Steel Watch (126710BLNR),M,Rolex,steel,17.0,40.0,28000.0
Tudor 1926 Steel Watch (91350),F,TUDOR,steel,14.0,28.0,1600.0
Cartier Tank Louis Gold Watch (Small),F,Cartier,other,16.0,22.0,9500.0
Rolex Datejust 10P Diamond Combi Watch (178271),F,Rolex,pink combination,14.0,31.0,13000.0
Chanel J12 Diamond Ceramic Watch (H1628),F,Chanel,white,13.0,34.0,5000.0
Gucci Steel Watch (126.5),F,Gucci,other,16.0,27.0,600.0
Tag Heuer Carrera Chrono Steel Watch (CV2010-4),M,Tagheuer,black,18.0,41.0,1780.0
Hermes H Hour Diamond Gold Watch (HH4.271),F,Hermes,white,15.0,25.5,12000.0
Gucci Gold Plated Watch (126.5),F,Gucci,other,14.0,29.0,950.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,steel,15.0,36.0,2800.0
Cartier Santos Combi Watch,F,Cartier,yellow combination,15.0,29.5,3000.0
Hermes H Hour Diamond Watch (HH1.235),F,Hermes,other,16.0,21.0,4100.0
Hermes Tandem Steel Watch (TA1.210),F,Hermes,steel,15.0,24.5,800.0
Rolex Datejust Combination Watch (116231),M,Rolex,pink combination,16.0,36.0,15000.0
Cartier Benoit Gold Watch,F,Cartier,black,16.0,26.5,6300.0
Tag Heuer Carrera Steel Chrono Watch (CAS2111),M,Tagheuer,steel,17.0,41.0,2200.0
Hermes Cape Cod Two Strap Watch (CC1.210),F,Hermes,blue,16.0,23.0,2100.0
Tiffany Atlas Steel Watch,F,Tiffany,other,17.0,30.0,800.0
Cartier Solotank Steel Watch (W5200005),F,Cartier,black,16.0,27.5,3400.0
Omega Seamaster Combi Watch,M,OMEGA,steel,17.0,36.0,1800.0
Louis Vuitton Tambour Diamond Two Strap Watch (Q151K),F,Louis Vuitton,black,14.0,18.0,2000.0
Cartier Santos Steel Watch,F,Cartier,steel,13.0,24.0,2100.0
Montblanc Star Legacy Steel Watch,M,MontBlanc,steel,17.0,39.0,2000.0
Bulgari Diagono Steel Watch (DG40S),M,Bvlgari,steel,18.0,40.0,2000.0
Omega Constellation Steel Watch,F,OMEGA,steel,14.0,24.0,1300.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,steel,20.0,38.0,2900.0
Panerai Submersible Titanium Chrono Watch (PAM00615),M,PANERAI,black,21.0,47.0,12000.0
Rolex Gold Diamond Watch (228345RBR),M,Rolex,other,18.0,40.0,87000.0
Rolex Steel Watch (279174),F,Rolex,steel,16.0,28.0,12500.0
Rolex Steel Diamond Watch (116234),M,Rolex,steel,17.0,36.0,13200.0
Breitling Aviator 8 Steel Watch (A45330),M,BREITLING,steel,17.0,41.0,2800.0
Hermes Assault Watch (AR7Q.810),M,Hermes,brown,18.0,40.0,2650.0
IWC Portupino Diamond Watch (IW458101),M,IWC,green,18.0,37.0,4100.0
Tudor Black Bay Watch (79230DK),M,TUDOR,black,17.0,41.0,3350.0
Cartier Panther Combi Watch (Medium),F,Cartier,yellow combination,15.0,27.0,8800.0
Cartier American Tank Gold Watch,F,Cartier,brown,17.0,28.0,6700.0
Cartier tonneau-shaped gold diamond watch,F,Cartier,black,14.0,26.5,14500.0
Chaumet Hortensia Eden Gold Diamond Watch,F,Chaumet,black,15.0,21.0,8800.0
Tudor Black Bay GMT Watch (79830RB),M,TUDOR,steel,18.0,41.0,3500.0
Gucci watch (126.4),M,Gucci,dark blue,19.0,38.0,320.0
Breitling Navitimer Chrono Watch (A24322),M,BREITLING,brown,19.0,45.0,5000.0
Bvlgari B.zero1 Steel Diamond Watch (BZ23S),F,Bvlgari,steel,17.0,23.0,1400.0
Cartier Claire Watch,F,Cartier,other,14.0,35.0,3900.0
Bulgari BB Gold Watch (BB33GLD),Both,Bvlgari,black,19.0,33.0,2400.0
Cartier Pasha Gold Watch,Both,Cartier,navy,17.0,35.0,13800.0
Franck Muller Long Island Gold Diamond Watch,M,Franck Muller,black,19.0,36.5,13500.0
Omega Seamaster Diver300 Steel Watch,M,OMEGA,steel,17.0,41.0,3100.0
IWC Portuguese Gold Dia Chrono Watch,M,IWC,black,20.0,41.0,11300.0
Hublot Classic Fusion Titanium Watch,M,HUBLOT,black,17.0,45.0,7100.0
Bulgari Octo Combi Watch (OCP41SG),M,Bvlgari,steel,17.0,41.0,7000.0
IWC Portupino Steel Chrono Watch (IW391011),M,IWC,steel,17.0,42.0,5100.0
Chanel Premier Watch (H3248),F,Chanel,steel,13.0,18.5,3900.0
Gucci Digital Watch (114.1),M,Gucci,black,18.0,49.0,360.0
Piaget Emperado White Gold Watch,Both,Piaget,other,18.0,29.5,7600.0
Panerai Radiomir Watch (PAM00754),M,PANERAI,black,20.0,45.0,4500.0
Rolex Datejust 10P Diamond Combi Watch (79173),F,Rolex,yellow combination,13.0,26.0,5700.0
Cartier Panther Steel Watch (WSPN0019),F,Cartier,steel,14.0,22.0,3900.0
Rolex Combi Watch (179171),F,Rolex,pink combination,15.0,2.0,9600.0
Chanel Premier Watches,F,Chanel,other,13.0,18.5,3600.0
Hermes Assault Grand Rune Watch (AR8.810),M,Hermes,black,19.0,43.0,3500.0
Piaget Dancer Gold Diamond Watch,F,Piaget,other,18.0,23.0,9000.0
Hermes H Hour Diamond Watch (HH1.230),F,Hermes,black,16.0,21.0,4500.0
Cartier Ballon Bleu Two Time Zone Steel Watch (38.5),Both,Cartier,steel,15.0,38.0,4600.0
Piaget Limelight Magic Hour Gold Diamond Watch,F,Piaget,other,16.0,35.5,35000.0
IWC Mark 17 Watch (IW326501),M,IWC,black,19.0,41.0,3400.0
TAG Heuer Carrera Chrono Watch (CAR2110-3),M,Tagheuer,steel,17.0,40.0,2100.0
Tudor Black Bay S&G Combi Watch (79583),F,TUDOR,yellow combination,17.0,32.0,3200.0
Louis Vuitton Tambour Diamond Watch (Q1E01),M,Louis Vuitton,navy,20.0,39.0,2000.0
Jaeger Lecoultre Geophysic Universal Time Watch,M,Jaeger leCoultre,black,17.0,41.0,10000.0
Cartier Anglaise Tank Combi Watch (Large),Both,Cartier,other,17.0,30.0,5700.0
Hermes Nantucket Diamond Watch (NA2.131),F,Hermes,white,16.0,20.0,3700.0
Breitling Bentley 6.75 Watch (A44362),M,BREITLING,steel,20.0,48.0,5100.0
Breitling Superocean Steel Watch (A17366),M,BREITLING,steel,19.0,42.0,3300.0
Burberry Chrono Steel Watch (BU1360),M,BURBERRY,steel,19.0,4.0,301.0
Jaeger Lecoultre Rendez-Vous Day Night Diamond Watch,F,Jaeger leCoultre,steel,14.0,29.0,9400.0
Bulgari B.zero1 Steel Watch (BZ22S),F,Bvlgari,other,15.0,22.0,730.0
Tag Heuer Carrera Steel Watch (WAR211C-1),M,Tagheuer,steel,16.0,39.0,1235.0
Cartier Ballon Bleu Steel Watch (Medium),F,Cartier,steel,14.0,33.0,5300.0
Cartier Must Tank Watch,F,Cartier,black,15.0,21.0,2500.0
Cartier Santos Dumont Watch (Large),Both,Cartier,black,18.0,32.0,4000.0
Rolex Datejust 10P Diamond Steel Watch (179174),F,Rolex,steel,15.0,26.0,8400.0
Rolex Oyster Perpetual Steel Watch (277200),F,Rolex,steel,16.0,31.0,12500.0
Rolex Datejust 10P Diamond Combi Watch (279173),F,Rolex,yellow combination,15.0,28.0,18000.0
Rolex Combi Diamond Watch (279173),F,Rolex,other,15.0,28.0,18500.0
Rolex Datejust 10P Diamond Combi Watch (279173),F,Rolex,yellow combination,15.0,28.0,18500.0
Rolex Submariner Steel Watch (116610LN),M,Rolex,steel,18.0,40.0,14000.0
Rolex Steel Diamond Watch (1500),Both,Rolex,steel,17.0,35.0,5000.0
TAG Heuer Carrera Chrono Watch (CAR2110-3),M,Tagheuer,steel,18.0,41.0,2500.0
Girard Perregaux Gold Watch (49543),M,Girard-Perregaux,brown,20.0,41.0,8000.0
Jaeger Lecoultre Reverso Gold Diamond Watch,F,Jaeger leCoultre,black,15.0,28.0,12000.0
Baume & Mercier Hampton combination watch,F,other,pink combination,15.0,22.0,1300.0
IWC Portupino 8DAYS Watch (IW510106),M,IWC,black,20.0,45.0,6700.0
TAG Heuer Carrera Chrono Watch (CAR2110),M,Tagheuer,steel,17.0,40.0,2400.0
Bulgari Diagono Calibro 303 Watch (DG42SCH),M,Bvlgari,steel,17.0,42.0,5100.0
Tag Heuer Link Steel Watch (WBC1311),F,Tagheuer,steel,18.0,31.0,800.0
Breitling Superocean Heritage Watch (A17320),M,BREITLING,black,19.0,46.0,2750.0
Breitling Navitimer Chrono Watch (A41322),M,BREITLING,steel,18.0,42.0,4900.0
Omega Constellation combination watch,F,OMEGA,yellow combination,15.0,22.0,720.0
Tag Heuer Aquaracer Steel Watch (WAY2010-0),M,Tagheuer,steel,17.0,43.0,1600.0
Hermes Assault Watch (AR7Q.810),M,Hermes,navy,18.0,40.0,2600.0
Gucci watch (141.4),F,Gucci,black,19.0,32.0,360.0
chanel lahonde watch,F,Chanel,black,15.0,29.0,850.0
Tag Heuer Formula 1 Steel Watch (WAH1111),M,Tagheuer,steel,18.0,40.0,720.0
Cartier Panther Gold Watch (Small),F,Cartier,other,17.0,22.0,20500.0
Gucci Steel Watch (126.5),F,Gucci,steel,15.0,27.0,620.0
Zenith El Primero Open Chrono Watch,M,ZENITH,other,18.0,42.0,7000.0
Tag Heuer Aquaracer Steel Watch (WBD2110-0),M,Tagheuer,steel,18.0,41.0,1500.0
Fendi Selleria Steel Watch (80200M),F,Fendi,steel,17.0,35.5,700.0
IWC Portuguese Chrono Watch,M,IWC,black,17.0,41.0,4800.0
Tag Heuer Link Steel Watch (WJ1110-0),M,Tagheuer,steel,17.0,38.0,720.0
Cartier Ballon Bleu Gold Diamond Watch (Medium),F,Cartier,other,17.0,33.0,13000.0
Chopard Happysport Diamond Steel Watch,F,Chopard,steel,15.0,29.0,9900.0
Hermes Cape Cod Diamond Watch (CC3.730),F,Hermes,white,18.0,29.0,8500.0
Bulgari Asioma Gold Diamond Watch (AA26G),F,Bvlgari,black,15.0,23.5,4600.0
Hermes H Hour Gold Diamond Watch (HH1.273),F,Hermes,white,16.0,21.0,14000.0
Louis Vuitton Tambour Diamond Watch (Q12MG),F,Louis Vuitton,other,16.0,28.0,1700.0
Gucci Steel Watch (1400L),F,Gucci,steel,16.0,26.0,170.0
Baume & Mercier Capeland Steel Chrono Watch,M,other,steel,16.0,42.0,1350.0
Hermes Assault Grand Rune Watch (AR8.810),M,Hermes,brown,18.0,43.0,3700.0
Bulgari Lucea Steel Diamond Watch (LU28S),F,Bvlgari,steel,14.0,28.0,4800.0
Tudor Black Bay GMT Watch (79830RB),M,TUDOR,other,20.0,41.0,3300.0
Tag Heuer Formula 1 Chrono Watch (CAZ1010),M,Tagheuer,steel,18.0,43.0,800.0
Rolex Steel Watch (279174),F,Rolex,steel,14.0,28.0,9500.0
Rolex Combi Diamond Watch (279171),F,Rolex,pink combination,13.0,28.0,20000.0
Rolex Datejust Diamond Combi Watch (279381),F,Rolex,pink combination,13.0,28.0,25000.0
Hermes Gallup Dermes Gold Watch (GA1.270),F,Hermes,other,16.0,30.0,8200.0
Cartier Divan Gold Watch,F,Cartier,brown,16.0,25.0,5400.0
Breitling Chronomat B01 Watch (AB0110),M,BREITLING,steel,19.0,43.0,4600.0
Piaget Gold Watch,Both,Piaget,brown,18.0,29.0,6000.0
Rolex Day-Date Gold Watch (228238),M,Rolex,yellow gold,18.0,40.0,59000.0
Chanel J12 Ceramic Watch (H5698),F,Chanel,white,14.0,34.0,6000.0
Bvlgari Quadrado Steel Watch (SQ22SS),F,Bvlgari,steel,15.0,22.0,620.0
Tag Heuer Monaco Watch (CAW2110),M,Tagheuer,black,19.0,39.0,3400.0
Tag Heuer Carrera Monaco Grand Prix Watch (CV2A1M),M,Tagheuer,black,19.0,44.0,2200.0
